date,AAPL,MSFT,NVDA,AVGO,GOOGL,AMZN,META,JPM,V,MA,JNJ,UNH,XOM,CVX,PG,KO,COST,CAT,WMT,HD
2016-11-30,0.0999999758397679,0.09999997616188763,0.09909372365929528,1.3943418269308098e-07,6.693218295423622e-08,1.3907177192039796e-08,2.180228037065824e-08,0.09999997483148691,1.852346235977223e-08,0.09999996835252636,0.08781291440397186,0.09999999025693042,0.09999997006049365,0.09999998798727959,7.539310960656613e-08,7.474450896421506e-08,3.6324597198127636e-07,0.0999999971830093,0.013092621784791663,1.2549568348621662e-07
2016-12-30,0.07053987218750842,0.0999999902982317,0.09998808176182379,4.693025755290102e-09,3.665859071560202e-09,2.0693468980354336e-09,2.1480006672327726e-09,0.09999999587313951,1.950112271669152e-09,2.918885291785514e-09,0.08045200469337595,0.09999999937503717,0.09999999591770425,0.09999999539687283,5.488365595731499e-09,1.6037997010700062e-07,0.09999999354536018,0.04902016619780188,1.0226550533175776e-08,0.09999971121302824
2017-01-31,0.09999999870734501,0.09386153610439821,0.08881264108310147,0.09999998952570464,1.4360234131387187e-09,0.002037531702889759,1.7415067776761095e-09,0.09999999964405851,8.460208559356094e-10,6.910551121988287e-10,0.015288263670382775,0.09999999948777083,2.7719506110405637e-08,0.0999999994268522,6.246767110088104e-09,1.4558044957892204e-09,0.09999999944010184,0.09999999967062428,1.9669924673419354e-09,0.09999999943309422
2017-02-28,0.09999999979306111,1.0764409710064885e-10,6.210505804091844e-09,0.09999999986136947,1.1077278493161397e-10,0.09999999640821425,0.09999999890729237,0.099999999714903,0.09999999830458134,1.025099300206452e-10,0.09999999975422043,1.0625952236206182e-09,1.9566435744638779e-10,1.0704225657065956e-10,0.09999999956250794,1.380133154782202e-10,0.0999999998047523,7.952716661160525e-11,1.599305547833128e-10,0.09999999961490685
2017-03-31,0.09999999378343102,0.08424728390551424,7.18519546106236e-09,0.09999999586556778,1.3838177284419441e-08,0.09999999600418734,0.09999999571683209,4.483418897055614e-09,0.09999999065039297,1.0381031165449551e-08,0.09999998891792977,6.397295927712068e-09,6.064994141673704e-09,7.371641134531028e-09,0.09999992802664058,2.769579783440017e-08,0.016254492671503053,3.3470912179171083e-09,0.09949826028134119,0.09999998741201668
2017-04-28,0.0999999135696731,4.1280926244314855e-08,7.685284141919224e-09,6.100661732266772e-08,0.09999994033072572,0.09999980093752206,0.09999996176805083,1.7634033926038875e-08,0.099999910632741,0.09999951518707276,0.09999975465187196,3.6925874271515754e-07,1.9660237448483506e-08,3.1257899694159e-08,2.1541524899976995e-08,0.005164958166534293,0.09483573096489882,2.002174777145313e-08,0.09999996680578865,0.09999995763810625
2017-05-31,0.0999999991105516,0.08468237336575556,0.09999999993234136,3.641359546464261e-10,0.09999999988383905,0.09999999988740427,0.015317549384360625,1.271570734470312e-10,0.09999999956857396,0.09999999976780843,2.4588723418667666e-09,1.5739094010738198e-09,1.0082569798726269e-10,1.6891363662514973e-10,1.5992588782912492e-10,0.09999999988118455,0.099999999895059,6.063081619371603e-09,0.09999999990244007,6.840384634191356e-08
2017-06-30,3.938365309862485e-09,1.060118538913815e-08,0.0999999789103749,2.0707623224531207e-09,0.09999215217338762,5.926378860195877e-08,5.537367275825756e-09,0.03814806723491213,0.061859653802979746,0.09999995899188559,0.09999999708087529,0.09999999242121436,1.1637584083136626e-07,7.2566262282907276e-09,1.1987196102456696e-08,0.09999999662386178,4.4392360419234756e-09,0.09999999650845356,0.09999999504892922,0.09999998973275763
2017-07-31,8.376055454088574e-11,1.4547687556167338e-10,0.09999999994353669,2.4447553017108195e-10,9.173253819027118e-11,1.4125667974142069e-10,0.09732671845743517,0.053815395237509334,0.08610626254429318,8.671449262794852e-10,0.09999999969482956,0.09999999979092726,1.1282768606517758e-10,0.08940094061686923,0.09999999957646057,0.09999999913922002,7.380983947434634e-11,0.09999999983655956,0.07335068330777665,9.409785511312123e-11
2017-08-31,0.0001797438473326903,7.873962485291126e-08,0.026480776458023225,8.685076951655703e-09,2.2186080734790404e-08,1.855367589206776e-08,0.09999997470482404,0.09999997939582378,0.09999996185518888,0.09999989140239496,0.09999951630211268,0.09999996329570911,2.7458623676709815e-08,0.09999996638849282,0.09999996059787968,0.07333985701745817,1.9057462240337554e-08,0.09999998403280107,2.200422546295703e-07,2.997915985661007e-08
2017-09-29,1.4603693137821922e-10,0.06631820333857529,0.08425393641300935,2.4918986972435e-11,1.1741088438940402e-10,1.2842343972250086e-10,0.09999999952413448,1.4365406180284736e-10,0.09999999984136218,0.09999999987152355,1.1172669287987623e-10,0.08279878744658105,2.5893635658763514e-09,0.09999999985463438,0.09999999953541466,1.287945214183662e-09,0.06662906923349055,0.09999999988210444,6.098906135627389e-10,0.09999999989980812
2017-10-31,1.8895896056503167e-09,0.09999999918227902,0.06098803819906002,9.947542952305734e-10,0.04112187029152759,1.1521122581845429e-08,1.1912534794981303e-09,0.029276287423968487,0.09999999469909632,0.09999999871986498,0.00817545342699337,0.09999999792081626,0.06043835149376717,0.09999999809317049,1.947474407254345e-09,5.132387282467648e-09,1.6333436310463129e-09,0.09999999789877878,0.0999999896094621,0.09999999873129024
2017-11-30,6.050102788918172e-09,0.0934700739841734,0.0723235928073118,4.600648363858575e-08,1.364842726616132e-08,0.09999962532875294,7.83699309582177e-09,0.09999999266306325,3.028638992372994e-08,0.034199608043890384,6.902034987963175e-06,0.0999999908222308,1.3151738175871306e-07,0.09999999460325673,1.2423745608014916e-08,9.590941539226077e-09,0.09999998413981616,0.09999999144073389,0.09999999437733123,0.09999999239398583
2017-12-29,0.056566612970974664,0.0999999798368755,1.65347445731945e-08,2.0049712186633144e-08,7.518317800542704e-07,0.0999999928675267,2.1011140744496258e-08,0.09999998542307484,0.01539352024460709,3.850538809715062e-08,0.09952134799000836,0.02857171366480018,1.7507237674989252e-08,0.0999999877223946,1.3707607947044892e-08,1.718978180448868e-08,0.09994598472824696,0.09999998992102498,0.0999999966978583,0.09999999159521475
2018-01-31,4.3458061550343914e-10,0.06037441765358927,0.01626765658477208,2.759367723818954e-10,0.0999999915934399,0.09999999898195658,4.940553068689421e-10,0.0999999993365335,1.1730978017232692e-09,0.09999955783493066,4.0002303627717825e-10,0.0233591349233968,5.57555033694537e-10,0.09999924186475787,4.28681498679394e-10,5.572352471624447e-10,0.09999999923395086,0.0999999992807738,0.09999999898444183,0.09999999940629149
